350
47 790
21 20 95274
40 3 81046
12 7 4290
31 23 209934
29 2 69835
1 37 113708
12 25 84016
8 41 201782
2 11 123302
38 40 146711
25 7 88306
30 4 192410
34 2 112253
24 32 189730
33 28 105723
19 6 89966
18 41 52398
19 24 115525
29 33 157062
4 20 165165
29 25 110880
21 12 79551
10 17 93631
25 41 92906
31 197
19 29 103543
24 20 55568
12 14 216736
2 26 265511
13 20 123246
27 29 54728
29 23 238768
18 26 203640
20 12 154837
2 14 122664
1 4 354056
25 31 132430
30 26 38467
14 10 317801
31 17 243985
18 15 271959
25 19 201370
14 18 222443
2 8 108229
24 31 145184
10 22 345799
5 30 117719
13 22 278508
15 5 228966
16 23 87651
15 3 205853
3 24 66418
8 12 168468
3 29 241108
11 14 114736
12 17 293524
5 3 205514
10 29 136780
31 27 102640
11 28 145980
25 24 110965
24 17 107060
2 13 177938
23 5 209603
14 29 251013
7 4 343497
30 28 88549
17 6 198228
2 10 309187
21 1 234957
14 30 239245
15 17 281554
3 21 198290
28 13 38851
30 15 288761
6 16 74024
11 22 149187
27 23 190469
7 30 33145
5 20 136926
31 7 93939
14 19 175056
14 24 87777
31 23 161773
11 1 122212
14 5 226873
25 10 174371
10 21 245538
25 28 104675
1 26 250900
20 9 101473
7 2 236608
5 19 141025
16 24 17144
10 11 260570
15 19 239212
28 23 189528
22 6 213396
21 20 118424
20 30 141730
15 1 263564
9 10 220447
27 25 119791
23 3 136925
23 7 231539
30 9 243203
2 30 227044
11 18 158734
25 15 131228
18 8 102013
18 25 180325
4 3 227389
30 3 217886
3 1 161671
16 17 124204
3 27 186380
30 1 212433
4 14 248748
8 6 58515
9 5 183408
30 23 221975
4 10 161696
22 1 217481
6 27 99994
12 11 159505
6 19 209804
6 26 215797
13 10 209798
15 28 225168
31 26 99261
22 18 256894
26 24 189935
10 6 154574
31 6 147750
28 26 127016
8 16 15509
26 25 202297
11 29 195220
23 11 43548
4 23 246890
11 24 26959
25 14 198742
4 16 310951
19 2 140294
24 2 75576
10 23 277352
1 6 152133
18 20 124928
17 21 195375
22 23 192735
5 22 261324
13 18 198394
17 5 233608
4 5 258923
27 14 196285
12 28 165328
2 23 92165
7 18 163371
13 3 216286
19 24 118636
9 27 165867
24 10 245742
22 8 154881
19 17 225696
9 17 264101
12 26 68755
15 23 191083
12 24 186464
24 30 151468
11 9 184000
14 13 237645
26 27 159198
1 5 234349
5 11 166055
11 19 91677
6 2 166744
30 13 49698
6 30 177330
28 5 59088
13 12 156920
15 9 45558
15 2 117414
21 11 166835
19 9 275677
5 25 97738
27 22 242190
1 29 234250
13 9 218461
7 11 187991
29 28 129613
9 22 279269
10 18 235950
21 22 296220
29 20 119122
3 22 188646
24 18 134666
27 19 151715
29 5 127260
11 26 216894
28 7 121694
3 6 157586
13 11 129321
27 17 227022
4 22 416035
4 2 328694
17 13 255081
29 18 139386
28 24 172939
28 2 194597
17 18 164972
19 21 179258
1 28 255812
13 4 280396
12 18 134885
8 14 120430
25 29 169257
4 8 326460
30 8 118815
9 24 157041
20 17 162628
18 27 84658
27 20 64394
41 329
41 36 288840
25 14 200198
29 1 66295
18 14 105279
4 1 139239
15 18 194396
41 6 162360
32 3 176876
5 28 75689
22 26 161565
37 11 47227
40 3 132807
13 1 73985
5 20 181820
3 22 124244
33 27 192736
39 40 178888
15 12 134035
25 3 137377
23 4 87947
1 7 98766
9 40 228486
14 3 109264
36 19 223422
39 37 73014
9 10 116409
2 19 10090
13 39 124468
30 5 148678
7 8 160989
12 25 178363
21 19 73450
33 5 51453
25 2 165741
34 24 179298
23 10 270766
10 37 176646
38 32 137411
26 35 14173
30 28 224367
23 26 157619
28 6 186141
20 14 208642
23 20 219676
25 31 191682
33 29 86161
38 17 137432
4 12 147583
29 18 91813
10 16 227465
16 14 133150
39 27 223363
40 19 114533
8 26 187763
13 12 62645
24 26 133862
35 12 122474
34 18 231408
1 39 95535
30 14 167180
34 25 75567
33 34 213279
29 22 139879
8 36 282695
26 9 186866
38 33 136396
14 36 282166
15 22 217293
32 40 247799
31 3 128581
38 8 161941
24 31 110054
19 39 81673
13 20 136059
1 5 31587
14 39 103879
29 14 124899
13 22 143140
35 6 184170
12 3 40986
5 7 102123
39 28 156955
40 5 114940
14 4 206686
34 16 221711
30 13 94597
26 1 135432
10 12 190699
24 32 158349
15 4 253512
21 8 132723
34 27 174034
25 7 167512
28 29 126509
15 19 128641
15 1 142503
16 18 125233
25 32 289304
32 10 211217
6 15 223388
36 5 223829
19 8 59273
4 33 159105
9 35 172693
31 41 27571
41 38 168086
35 29 143173
40 25 195908
26 40 153248
19 24 17065
28 18 158355
38 30 139616
31 10 194781
36 33 182145
35 37 111283
35 14 132412
7 24 84651
3 5 35999
28 33 126328
6 32 132562
11 29 46620
21 39 137805
14 32 135089
29 13 95228
7 21 28266
38 1 116530
35 21 71460
22 5 89059
26 28 203772
19 26 128490
39 30 118621
5 26 128083
17 24 35017
24 12 22459
14 23 176451
30 35 34768
15 9 242594
1 35 121259
35 10 287929
34 17 214315
4 19 142189
14 5 74079
21 2 66222
9 30 182219
5 41 83143
23 15 202605
30 31 194740
39 20 145997
26 38 185189
6 4 135762
41 27 118690
7 9 215669
20 31 183238
40 18 180288
40 23 199994
5 10 182163
2 18 75845
31 21 166439
32 31 243573
15 31 62848
31 16 152467
36 30 223895
40 41 31797
32 8 200557
28 34 153959
2 12 12622
27 20 90023
9 39 63598
2 41 74885
32 28 66002
12 14 96384
23 3 76011
11 8 115159
35 18 151989
30 12 157242
20 28 237970
16 4 167537
36 10 358294
9 11 144006
34 30 155365
31 36 316411
39 4 104981
2 17 44854
13 9 168441
16 5 59885
22 10 171670
15 5 129048
8 15 187914
17 15 163405
14 17 125754
6 24 111812
28 14 148954
37 31 101648
10 24 185052
9 3 149545
30 10 298628
37 12 14053
8 3 94865
24 35 119689
22 40 185267
26 4 88447
5 9 114360
13 31 152479
39 15 192996
20 17 199365
32 37 149943
7 26 113899
32 5 141691
38 25 175436
37 28 83941
4 38 125976
39 22 118859
26 11 110726
39 41 147091
31 28 177571
13 19 54488
31 8 169580
31 11 148875
7 6 196463
27 9 272961
24 22 105717
28 12 97994
39 26 167562
6 29 59632
24 5 17472
11 34 217150
23 1 71599
4 28 217471
39 23 128169
29 26 157346
3 35 125671
38 18 22395
1 24 14115
26 17 168879
35 4 74274
13 37 51454
21 6 168197
39 2 74445
4 13 134103
6 10 154163
4 3 143651
12 9 136665
1 10 199167
6 8 170132
17 32 193366
28 13 129770
17 27 193772
35 2 109852
33 23 119695
23 8 162052
22 14 14980
1 6 125927
27 7 208563
2 32 151374
9 32 94808
12 21 78844
33 30 171187
35 27 166253
6 18 32181
20 15 120395
10 17 220069
31 5 110714
21 9 187403
4 34 194871
8 10 241843
7 16 127064
9 28 160810
6 9 37754
9 14 40281
39 6 30781
14 19 73672
17 19 52082
22 6 93015
12 8 81985
34 23 264043
1 17 49132
19 38 102668
25 27 98467
17 22 140734
29 20 216528
10 34 347538
4 24 125124
6 19 110859
37 36 214763
38 13 145463
38 11 102271
28 27 234290
30 20 110998
12 34 182083
27 36 330269
25 37 164310
22 16 148130
24 15 128388
40 6 194157
10 18 181407
41 11 121304
10 20 302778
29 34 214666
31 19 110307
10 39 180007
24 30 137206
17 41 117500
32 22 150069
13 32 161689
6 30 149402
7 40 198931
9 23 190899
4 7 97005
40 17 149297
8 37 67932
38 21 158800
10 21 241437
15 29 163756
11 32 182429
13 16 102273
41 15 88323
16 17 77430
36 38 199282
2 5 10497
11 6 106252
25 28 229526
41 19 82736
10 13 228100
16 19 59478
35 19 114317
38 20 166992
16 20 201220
8 9 173226
7 37 93057
14 65
3 7 265062
11 5 93966
2 1 163265
14 9 238664
12 4 306377
2 14 38762
3 10 322455
14 12 168314
2 4 205074
11 3 241116
2 10 316889
5 9 161123
2 8 470426
6 7 298006
13 1 23164
13 9 137325
9 8 272015
7 1 142437
5 14 125137
5 1 46962
3 5 147150
12 13 266685
11 10 215342
1 12 289849
11 8 260157
14 7 220612
12 6 326628
11 7 49105
4 3 210640
13 8 330325
1 6 342252
13 10 285510
12 7 360799
11 4 103527
2 5 163899
6 8 453759
12 2 207076
8 14 431664
3 6 335506
5 10 309308
6 9 181744
9 4 170684
1 8 353489
7 9 116262
1 4 196859
5 7 143071
3 1 194112
1 9 160489
5 6 342867
3 13 170948
12 5 242887
1 11 93332
1 10 308674
2 9 277426
4 5 197493
13 5 23798
11 13 70191
5 8 354123
3 12 95737
11 6 248901
6 10 310115
8 12 389377
7 4 54422
13 2 140101
2 11 210269
10 34
5 7 358894
9 3 317271
8 3 233649
7 9 356102
4 8 310862
8 5 338728
1 9 271037
5 2 325601
3 6 280847
1 8 492717
3 10 342699
1 3 270144
4 5 408352
4 6 278753
5 1 333580
4 7 127120
7 1 308975
10 6 61852
7 8 272480
6 1 237848
2 4 82751
1 10 299700
10 2 348237
8 10 397695
5 9 248288
2 7 44369
10 7 381530
6 8 335843
9 4 242329
1 2 264606
9 10 98276
2 9 322809
5 3 320063
2 3 5538
42 433
39 16 92007
8 19 70827
39 6 195716
21 41 82703
16 31 151515
16 42 152006
17 15 280638
42 9 232853
14 31 230556
41 12 211861
10 28 123255
32 31 295764
25 7 91337
34 18 266202
7 18 242568
36 1 68499
32 26 258491
40 42 83926
34 3 199522
41 1 97737
29 40 85068
41 40 53752
2 41 62837
17 32 287748
30 19 67202
37 25 6784
15 31 151113
9 2 154424
25 14 270211
27 23 66984
23 12 136388
28 41 172154
29 24 146385
10 40 28626
29 36 108924
38 31 246497
16 22 71541
4 25 122433
27 35 206276
12 22 206280
11 3 144154
11 4 115830
19 17 194271
40 14 155778
21 39 52878
35 24 236372
32 4 212249
1 13 237321
40 4 171952
24 8 109753
17 9 251106
15 33 95131
14 33 149806
4 12 274788
36 22 104004
14 21 184729
8 31 128236
26 19 162663
26 2 67425
25 18 199696
25 21 182349
16 2 112475
4 15 161128
6 4 253682
29 37 115355
1 31 101359
22 27 136876
1 14 175990
17 22 199178
39 24 85244
10 7 195331
30 25 91829
14 22 152317
20 5 263920
35 26 287068
2 27 239372
16 37 202081
28 17 292461
17 7 275701
16 27 201495
9 34 115642
13 32 37714
38 4 8890
8 22 44975
38 37 124539
28 40 137123
14 12 329396
38 6 262572
18 13 250478
24 23 73871
7 22 170166
10 21 57577
35 34 257680
26 24 201589
37 10 136275
17 40 202639
24 5 85024
37 24 157038
3 14 243810
7 15 126360
1 17 234586
9 18 236549
9 15 205984
32 21 183378
41 6 124959
10 13 203241
29 27 218483
20 22 243674
35 42 151945
10 2 127661
20 11 303257
18 15 145219
17 33 201707
3 35 225918
1 23 90179
17 16 209157
5 37 141194
12 35 298889
29 39 102073
5 38 186769
42 1 72223
10 25 143059
33 25 151710
27 1 149763
15 6 200562
42 37 143949
39 12 206943
2 21 134908
25 38 131323
14 5 132071
26 9 221868
37 2 94466
18 3 163895
30 23 63292
3 7 166979
11 27 189537
11 17 197199
13 9 223218
17 23 257910
24 12 164803
2 12 271309
10 30 75725
41 8 5316
36 38 223682
5 40 23707
38 15 170018
13 28 235627
11 16 11958
35 13 274064
29 28 203470
27 28 224180
28 24 153658
31 23 173841
7 4 201036
27 25 166397
17 26 164107
4 42 127844
2 6 187796
2 14 254813
23 13 202291
23 3 156135
38 16 118898
25 35 146534
8 25 145203
18 40 75863
24 27 95399
3 30 153885
34 29 185457
34 15 158903
31 6 256827
42 17 265073
19 23 112818
10 24 89943
39 11 80049
25 31 216770
37 4 115649
10 42 55300
30 21 94804
33 2 105007
23 35 169901
20 8 198718
37 6 224649
33 32 218301
27 37 161336
40 3 88032
9 14 299396
42 2 168391
14 37 263427
14 39 131851
35 21 225004
33 3 94004
32 10 232875
5 32 236036
23 10 73256
19 37 165815
29 23 165458
22 2 102496
26 5 163089
19 1 40315
37 18 192910
38 7 209926
30 29 102166
8 10 70140
7 36 199529
37 41 157303
6 10 200415
30 18 122962
35 40 196053
38 20 260812
8 15 137595
33 4 177924
28 34 231977
42 5 60219
9 32 185504
40 25 157682
16 28 100768
12 19 203729
3 13 250973
39 38 186989
41 7 186684
32 24 238448
20 25 299857
42 24 84427
6 14 317227
10 5 4919
39 27 137539
17 29 117571
40 9 171912
40 37 164466
12 20 155326
22 18 72402
12 27 157916
5 33 17735
16 36 175545
29 16 133364
30 14 202877
7 29 199908
5 19 46098
26 38 254077
1 28 74417
6 19 201102
20 34 319811
17 21 231590
17 41 159519
2 7 179019
40 22 3461
2 34 206346
40 8 48436
7 33 172677
31 35 243552
32 25 103384
38 22 166523
31 10 103404
36 41 77608
10 17 219815
12 30 192280
1 40 62706
17 35 316325
38 27 191065
27 17 324894
17 37 191148
10 12 202244
39 19 46318
6 1 222696
37 15 117080
38 1 208957
18 23 129891
41 15 142911
9 21 200863
26 34 246693
21 38 192013
34 10 218965
20 26 147699
4 1 200067
9 22 175373
20 40 247135
12 16 270899
36 3 117067
6 3 219625
23 32 164577
23 22 98421
9 8 170167
37 3 116659
26 3 228304
30 15 78620
29 3 173100
38 14 172569
13 16 242695
1 16 130786
23 7 149088
36 2 129813
27 40 133415
4 10 183144
5 31 98485
9 6 135745
5 36 112418
1 10 48838
42 34 192187
6 18 247652
19 40 22391
11 7 222827
30 26 163402
35 22 199514
30 34 214359
36 32 236825
16 23 169962
35 20 227821
15 10 88584
36 17 226495
33 24 67289
41 9 175483
21 22 32412
9 1 198490
23 42 17956
8 14 197292
2 40 105957
14 19 178169
15 3 133407
12 21 173868
27 33 139387
34 41 154141
3 10 116658
21 5 52658
24 41 111549
8 3 136468
41 10 75456
11 2 100517
12 34 272563
5 16 91787
26 31 223707
34 37 130664
14 20 248803
21 8 77387
5 9 195619
1 20 291120
5 17 214896
28 14 166905
30 41 70850
2 17 96682
30 32 195213
31 3 171467
20 16 315215
5 11 79829
27 6 244818
19 10 51017
7 16 234785
2 35 219643
39 4 187843
1 30 26887
38 3 210707
20 39 264140
36 25 133441
9 27 165203
21 26 169223
24 38 221161
18 39 51936
21 34 219111
41 42 116186
4 30 173189
4 2 195542
19 41 76143
20 19 269526
13 34 264978
12 38 283678
12 1 219167
28 21 128285
33 39 17955
26 23 226694
39 28 118556
17 39 215116
29 10 106772
5 25 147978
33 26 145354
5 30 70806
25 39 147758
28 25 108097
30 2 123055
11 41 109874
34 38 242469
11 42 140048
4 19 194343
16 32 280409
18 11 131985
6 35 238034
28 15 179924
29 6 166907
4 31 239019
37 26 161891
21 1 91657
9 38 126827
28 4 216962
31 37 209986
8 18 117377
16 26 179900
5 23 78175
15 23 22728
36 11 163587
22 13 178076
40 34 197261
22 1 64165
22 39 20466
10 14 127152
33 36 101493
21 33 34923
13 38 258853
20 31 325251
37 21 177288
31 13 258050
24 34 210046
13 41 157750
42 36 86948
14 41 202608
27 14 259992
28 5 118336
36 19 108814
15 42 33284
13 6 264803
11 35 139931
18 29 154009
11 28 112726
15 2 195116
18 21 104814
22 31 83261
9 28 190217
32 27 231561
24 4 212271
22 41 50309
15 35 185229
13 37 134314
11 31 139557
7 42 159644
34 14 262533
26 14 219348
44 546
24 7 147229
13 37 67066
37 10 90599
27 17 154701
41 20 149932
37 36 132833
39 16 186305
11 8 62432
22 33 137466
17 20 202156
20 25 164470
18 36 121290
38 3 86131
20 1 263653
2 34 45681
15 34 75400
17 1 262785
38 25 70248
33 34 66556
6 4 105107
9 7 178358
3 39 88388
25 41 94802
4 22 180013
27 34 53414
18 40 89180
7 20 170890
37 4 102590
9 11 129520
2 9 173970
13 4 147505
37 35 94910
14 6 113383
25 37 98081
24 42 120126
30 34 93842
17 28 102657
10 15 91183
3 9 179418
28 40 53323
15 4 148283
5 20 89632
27 23 165970
11 3 103122
20 21 163138
28 32 114750
20 14 175637
25 42 123353
12 25 64451
31 35 73458
43 28 154200
32 23 169826
6 33 122276
9 32 75960
17 34 120026
38 20 130611
30 33 61435
13 23 200399
15 23 195822
21 35 92797
38 26 17613
19 6 127470
35 16 136553
42 19 120486
32 20 68492
3 16 225387
2 6 151596
12 44 163911
9 29 202411
22 36 179799
36 16 186718
3 1 282824
16 19 191510
4 33 131369
10 32 88496
24 15 81792
25 40 70940
18 37 149667
39 25 81588
15 14 152112
4 20 214088
1 15 157723
37 30 91591
40 31 130378
14 4 151609
16 37 128404
6 1 227220
23 37 176435
39 41 66370
10 20 156988
3 17 191502
35 36 81805
40 9 137387
19 12 73175
27 24 145762
21 43 136754
37 24 34722
39 44 134087
39 9 91030
26 13 83650
41 15 126407
35 2 87254
1 4 250757
18 25 142616
41 11 85163
31 19 132696
9 4 179276
3 34 90215
4 7 146862
26 17 122984
24 18 135281
4 18 166852
28 9 186553
31 25 77686
24 3 156866
12 7 133925
7 36 14042
16 31 210011
41 7 20958
41 31 171673
44 25 141166
18 8 43047
1 22 302126
14 8 68948
29 14 120502
18 6 73102
40 43 136910
29 40 67783
5 16 150270
44 42 140143
27 38 49330
31 13 46671
1 27 246023
21 14 58692
9 20 144452
30 20 115700
1 42 196057
25 24 132803
10 40 57034
31 10 137076
26 31 130321
5 10 67356
8 36 78243
12 26 57876
4 11 130433
3 22 19781
41 19 39792
12 17 165191
42 16 192361
6 8 44435
1 8 234413
10 33 74269
26 21 54182
23 2 176976
42 22 147062
43 31 196671
23 10 147877
11 6 106867
22 12 154766
24 22 137085
17 35 150439
35 38 57612
11 27 66321
5 13 43823
4 8 123805
5 34 73469
3 43 178941
7 19 60750
30 24 126313
30 18 131642
10 44 120372
20 28 163959
29 33 140678
7 8 64201
24 9 112785
33 9 61733
8 38 46825
10 6 48007
38 44 88422
36 23 121588
21 2 96905
16 14 177423
7 5 123538
31 22 218599
22 16 205827
8 28 7190
14 26 104150
41 9 157400
13 3 168421
41 23 113058
22 23 163938
9 21 169107
20 40 129919
24 34 111541
39 27 51587
29 28 79256
30 15 92175
6 42 142981
2 12 129537
9 6 170183
43 26 155215
42 41 92264
19 35 129855
30 4 171256
39 8 92490
43 14 129472
3 37 147841
28 37 113810
38 10 56342
1 33 180934
19 24 120753
11 40 16299
37 40 67756
44 27 137752
15 29 158530
35 23 100328
33 19 55875
18 28 35857
44 13 172181
30 10 135529
24 1 231986
44 24 148211
7 25 115760
11 44 104029
44 35 144650
24 36 161271
40 6 90568
2 28 114351
22 13 187113
6 22 74906
37 20 112875
38 31 131070
24 11 79895
38 23 116640
13 29 133443
25 11 87239
11 19 89234
41 33 95667
2 1 244239
35 8 103053
2 8 107161
43 16 200068
23 28 62625
27 42 90480
18 23 98482
21 33 111531
44 20 179140
27 33 80884
43 36 138767
34 40 15347
22 20 191731
14 28 76138
34 7 98980
39 21 82234
18 33 164834
18 14 111995
32 7 102398
7 18 107248
11 18 105479
21 40 35877
14 12 138672
32 29 129210
5 41 102580
34 6 105915
5 23 171995
20 34 145266
13 7 146775
19 43 63975
4 34 129481
28 33 128977
6 29 56921
24 6 62179
29 11 84082
30 38 79187
25 13 31015
43 27 142140
5 6 115363
4 21 125619
2 22 155677
10 8 78775
33 44 162815
7 40 83633
4 25 178520
3 36 181963
43 12 137150
24 23 162049
13 9 98643
30 31 127136
5 19 62788
23 16 185828
15 6 139190
35 24 129632
25 2 131968
7 26 101938
22 9 199199
3 42 127281
1 40 197385
29 24 119100
26 36 113445
30 8 88595
38 5 83259
38 12 75489
8 19 83035
33 39 29297
27 37 111040
18 32 150607
41 13 125817
40 36 95140
29 36 129797
33 42 69074
18 10 121109
33 35 78580
23 21 80071
37 22 167622
31 33 97407
15 2 121081
39 1 210231
19 39 26578
34 39 61704
16 17 203942
35 18 146100
2 30 139523
8 26 64438
36 11 81376
11 23 132247
14 33 121372
16 15 174097
17 23 165282
29 34 83130
32 22 123239
26 41 87169
1 14 194350
28 30 95785
12 24 68352
21 29 61810
21 44 51853
14 5 128285
24 5 57965
10 39 103391
17 42 144488
38 41 69556
25 8 99569
34 37 83103
26 11 34604
21 31 148582
9 25 129658
37 5 23243
38 16 139256
28 10 85252
17 30 97576
29 8 72066
10 3 142473
37 29 135539
14 3 172668
31 1 83527
30 42 114926
5 1 174021
35 32 92807
6 30 133030
24 40 96194
12 28 129504
5 44 155902
10 42 109447
30 1 210663
15 13 67650
15 28 144070
2 27 99095
44 18 84644
5 42 62161
35 20 161299
2 10 118062
40 17 104679
29 2 128811
40 42 52413
18 13 154510
8 5 124543
30 26 96800
40 41 68864
5 21 114287
20 33 82719
16 30 197070
43 6 191445
18 21 53303
28 24 99424
37 31 113737
23 1 257313
17 25 147026
9 23 226815
26 4 131055
33 12 17300
12 11 85087
1 19 216223
6 21 54691
35 43 172489
26 42 70718
23 14 112293
17 2 165707
40 15 90747
15 42 38334
44 29 113663
39 6 136925
8 42 98546
21 41 32987
34 8 61480
17 21 85211
4 24 67868
44 2 148758
41 2 129892
38 18 89872
31 5 90494
41 22 162584
30 25 49450
40 26 18305
3 40 86823
16 9 205090
44 3 174553
5 12 10387
8 32 107560
27 13 131620
40 5 82567
3 41 154758
43 33 119850
1 18 191366
41 32 81440
19 36 74792
5 15 23827
7 14 4747
16 18 192666
17 41 52224
32 44 149157
18 42 141593
40 23 115948
20 24 147597
44 6 86032
7 30 66310
32 42 83301
9 31 145314
36 28 85433
3 21 122700
33 15 30740
25 22 156098
7 33 116625
11 33 81613
19 44 116843
36 25 129802
21 32 97304
7 35 77257
9 30 123168
4 16 25814
5 4 124456
1 16 276571
42 4 166547
12 10 56969
42 36 127264
18 9 222410
8 13 130584
20 29 115911
29 17 147021
31 34 115031
33 37 30156
21 36 67987
43 17 155991
14 30 71057
23 43 216825
34 23 131295
32 33 14227
26 28 71628
17 7 73182
5 27 87797
6 38 91260
40 12 76181
12 4 114069
5 28 131733
9 15 78647
31 18 107839
18 20 199816
29 39 114140
24 32 79105
42 20 151793
41 18 86290
18 39 135537
32 15 44967
8 27 96155
2 24 157222
37 44 132659
27 6 131488
8 24 106614
11 5 74700
30 39 32138
17 19 92016
15 7 147365
2 40 61028
12 36 147967
23 39 162305
28 19 90225
24 31 148459
38 34 16039
1 11 213684
39 35 103277
25 33 81751
14 37 123538
10 27 105672
19 9 117608
22 38 105912
34 12 83856
31 2 160712
39 22 108169
20 6 172832
20 23 101334
4 17 178128
25 14 120507
5 2 119150
31 42 152097
7 38 84325
28 16 156809
5 3 124598
41 14 25705
10 21 68519
8 12 122314
1 28 227223
14 35 72510
27 9 142617
4 3 199573
32 14 107145
5 26 68263
43 42 167982
19 13 86025
43 39 90553
33 24 64878
13 34 117292
37 21 103633
40 13 101955
16 27 188586
36 4 160904
11 10 73333
13 35 115490
44 43 180818
6 23 99870
23 31 173786
15 3 148425
14 13 151522
7 16 172676
15 12 34214
29 1 170299
1 34 198558
6 26 108873
11 6
4 1 638566
11 10 920953
1 10 508567
6 11 794887
10 2 751974
4 7 776733
43 837
15 7 47796
25 43 114218
41 7 76485
21 1 125021
7 25 98291
16 35 111131
9 28 51700
10 5 98003
4 30 80593
5 40 60896
42 40 86099
11 3 186994
41 9 39608
18 40 73426
20 24 42112
19 26 99807
9 8 23842
33 9 68609
36 8 84549
38 26 130410
43 41 62017
4 14 132394
16 41 84094
23 3 112099
37 10 74565
32 4 121201
9 34 81884
14 42 63526
29 37 117137
18 42 78699
39 19 111001
40 20 60775
37 40 128916
39 5 85285
23 33 65251
42 39 100811
40 3 82795
3 6 42382
28 16 96186
17 8 107158
12 24 90913
37 18 121516
3 41 73138
30 9 85349
33 32 106344
38 11 214737
25 37 141065
33 22 94644
36 18 72117
1 39 117023
17 5 94947
8 37 63072
37 16 124137
32 26 74604
35 33 85344
28 12 112011
28 37 131351
12 39 157227
25 41 144172
9 4 106276
26 27 115073
33 43 46200
33 6 61560
